"","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
"2013-12-27",404.65,405.63,396.25,398.08,1986900,398.08
"2013-12-30",399.41,399.92,392.45,393.37,2487100,393.37
"2013-12-31",394.58,398.83,393.8,398.79,1996500,398.79
"2014-01-02",398.8,399.36,394.02,397.97,2137800,397.97
"2014-01-03",398.29,402.71,396.22,396.44,2210200,396.44
"2014-01-06",395.85,397,388.42,393.63,3170600,393.63
"2014-01-07",395.04,398.47,394.29,398.03,1916000,398.03
"2014-01-08",398.47,403,396.04,401.92,2316500,401.92
"2014-01-09",403.71,406.89,398.44,401.01,2103000,401.01
"2014-01-10",402.53,403.76,393.8,397.66,2679500,397.66
"2014-01-13",397.98,399.78,388.45,390.98,2844900,390.98
"2014-01-14",392.13,398.63,391.29,397.54,2340100,397.54
"2014-01-15",398.94,399.31,392.53,395.87,2678300,395.87
"2014-01-16",393.68,399.29,389.41,395.8,2601200,395.8
"2014-01-17",394.26,403.49,393.66,399.61,4505100,399.61
"2014-01-21",403,407.8,401.6,407.05,3122100,407.05
"2014-01-22",408,408.06,402,404.54,2060500,404.54
"2014-01-23",401,406.17,397.79,399.87,3025400,399.87
"2014-01-24",398.16,400.2,387.27,387.6,4458400,387.6
"2014-01-27",390.5,394.1,380.49,386.28,3936800,386.28
"2014-01-28",387.4,394.74,387.12,394.43,2894500,394.43
"2014-01-29",392.16,392.85,383.24,384.2,3382300,384.2
"2014-01-30",393.77,406.25,387.7,403.01,10473900,403.01
"2014-01-31",371.76,375.45,357.76,358.69,16154800,358.69
"2014-02-03",358.98,360.85,340.1,346.15,10280800,346.15
"2014-02-04",349.59,354,344.02,347.95,4812900,347.95
"2014-02-05",346,349.37,337.73,346.45,4435400,346.45
"2014-02-06",347.4,354.82,347.4,354.59,3335700,354.59
"2014-02-07",358.98,361.8,352.49,361.08,4330500,361.08
"2014-02-10",361.61,365,359.35,360.87,3449700,360.87
"2014-02-11",361.84,363.61,356.25,361.79,3222100,361.79
"2014-02-12",356.43,357.75,346.32,349.25,6587700,349.25
"2014-02-13",347.7,357.2,346.5,357.2,4175000,357.2
"2014-02-14",359.34,359.34,353.35,357.35,3520200,357.35
"2014-02-18",355.28,355.73,349.45,353.65,4998000,353.65
"2014-02-19",352.64,354.54,346.1,347.38,4168100,347.38
"2014-02-20",348.8,350.46,344.38,349.8,3492800,349.8
"2014-02-21",352.44,354.14,346.75,346.76,4210000,346.76
"2014-02-24",345.19,353,343.29,351.78,3644700,351.78
"2014-02-25",353,361.08,351.58,358.32,3736400,358.32
"2014-02-26",359.86,364.75,357.17,359.8,3622100,359.8
"2014-02-27",357.22,360.59,355.5,360.13,3104900,360.13
"2014-02-28",360.6,365.87,357.08,362.1,3882000,362.1
"2014-03-03",358.74,360.96,354.48,359.78,2798300,359.78
"2014-03-04",363.9,365.68,362.46,363.9,2704400,363.9
"2014-03-05",364.13,372.73,363.9,372.37,3848300,372.37
"2014-03-06",374.05,375.33,368.9,372.16,2926600,372.16
"2014-03-07",374.58,374.99,369.53,372.06,2279800,372.06
"2014-03-10",372.69,372.73,367,370.53,2105800,370.53
"2014-03-11",370.99,372.8,367.28,368.82,2246100,368.82
"2014-03-12",366.4,371.16,363.61,370.64,2216600,370.64
"2014-03-13",376.62,383.11,368.08,371.51,6822700,371.51
"2014-03-14",372.8,378.57,371.55,373.74,4385300,373.74
"2014-03-17",375.72,378.85,374.88,375.04,2303000,375.04
